sex,dataset,technology,description,annotation_method,unique_cell_type_count
Male,https://entity.api.hubmapconsortium.org/entities/19304b10d9e1f17af19cccb2feb014a5,,,popv,6
,https://entity.api.hubmapconsortium.org/entities/d11c49c38ffba032b8a95e28a781f54b,10x,"Data/Assay Types: salmon_sn_rnaseq_10x, ",,0
,https://entity.api.hubmapconsortium.org/entities/d34706323794467348995af37072b5ee,OTHER,"Data/Assay Types: SNARE-RNAseq2, ",,0
,https://entity.api.hubmapconsortium.org/entities/d612208512d1c476a5efe00dde83f97e,OTHER,"Data/Assay Types: sciRNAseq, ",,0
,https://entity.api.hubmapconsortium.org/entities/d7bd2925c466eedc009c1cd272011529,OTHER,"Data/Assay Types: SNARE-RNAseq2, ",,0
,https://entity.api.hubmapconsortium.org/entities/d7d67aebcb007199c87fce9b7fb4ce62,10x,"Data/Assay Types: snRNAseq-10xGenomics-v3, ",,0
,https://entity.api.hubmapconsortium.org/entities/d97b9b0aa1c0c6929d0db414e1d67825,OTHER,"Data/Assay Types: SNARE-RNAseq2, ",,0
,https://entity.api.hubmapconsortium.org/entities/db9e2006effe3168b4b4f28b96e65d34,10x,"Data/Assay Types: snRNAseq-10xGenomics-v3, ",,0
,https://entity.api.hubmapconsortium.org/entities/dd9c7ba448d249b4d8d99e444c592c54,10x,"Data/Assay Types: salmon_sn_rnaseq_10x, ",,0
,https://entity.api.hubmapconsortium.org/entities/de80a443ed15e1f783c68d5e0b2d7216,OTHER,"Data/Assay Types: SNARE-RNAseq2, ",,0
,https://entity.api.hubmapconsortium.org/entities/df71091620312eacc28a6accccfb2aa4,OTHER,"Data/Assay Types: SNARE-RNAseq2, ",,0
,https://entity.api.hubmapconsortium.org/entities/e0148e8a78bd489d9d86c7906c184920,OTHER,"Data/Assay Types: sciRNAseq, ",,0
,https://entity.api.hubmapconsortium.org/entities/e16384faf175ed7196aa262f5c602275,10x,"Data/Assay Types: snRNAseq-10xGenomics-v3, ",,0
,https://entity.api.hubmapconsortium.org/entities/e30d1d413f45c48edbfdf0ecf9d58dcc,OTHER,"Data/Assay Types: SNARE-RNAseq2, ",,0
,https://entity.api.hubmapconsortium.org/entities/e35c788dcdcb18c64ad300097b0b863c,10x,"Data/Assay Types: salmon_sn_rnaseq_10x, ",,0
,https://entity.api.hubmapconsortium.org/entities/e4cb7061eafcb4605b138b56dd8b10c0,OTHER,"Data/Assay Types: SNARE-RNAseq2, ",,0
,https://entity.api.hubmapconsortium.org/entities/e54c803efc899f4a6cb0f727734076eb,10x,"Data/Assay Types: snRNAseq-10xGenomics-v3, ",,0
,https://entity.api.hubmapconsortium.org/entities/e6fd525b837f4cf736c8af830f4f750f,CODEX,"Data/Assay Types: CODEX, ",,0
,https://entity.api.hubmapconsortium.org/entities/e75d8b31cfdc5f412d3cdbc2441dc352,OTHER,"Data/Assay Types: sciRNAseq, ",,0
,https://entity.api.hubmapconsortium.org/entities/eb7483e17dc656d065ed2c1595663998,OTHER,"Data/Assay Types: SNARE-RNAseq2, ",,0
,https://entity.api.hubmapconsortium.org/entities/ec85791b4b73e76bf32bb40bad60fb50,OTHER,"Data/Assay Types: cell-dive, ",,0
,https://entity.api.hubmapconsortium.org/entities/ec88a6b161dce97a2361b1479c69a036,OTHER,"Data/Assay Types: snRNAseq, ",,0
,https://entity.api.hubmapconsortium.org/entities/ec8f9880b5dda90c3c6017ba670097a9,CODEX,"Data/Assay Types: CODEX, ",,0
,https://entity.api.hubmapconsortium.org/entities/f1b130f1200ae1fabe56cb506245490c,OTHER,"Data/Assay Types: snRNAseq, ",,0
,https://entity.api.hubmapconsortium.org/entities/f31df7345e5d56154ba469c6d5c477b3,10x,"Data/Assay Types: snRNAseq-10xGenomics-v3, ",,0
,https://entity.api.hubmapconsortium.org/entities/f70d71db827901040b76926a9116bcb2,10x,"Data/Assay Types: snRNAseq-10xGenomics-v3, ",,0
,https://entity.api.hubmapconsortium.org/entities/f7b14f3298c0676d8cc5b127e72c8bc7,CODEX,"Data/Assay Types: CODEX, ",,0
,https://entity.api.hubmapconsortium.org/entities/fa18feb84ec1c2fd66286ac47da24b9c,OTHER,"Data/Assay Types: SNARE-RNAseq2, ",,0
,https://entity.api.hubmapconsortium.org/entities/fa238ec2a83302fb4af92442c3683a23,OTHER,"Data/Assay Types: cell-dive, ",,0
,https://entity.api.hubmapconsortium.org/entities/fa3f5482e3502d7d5d86c61157ee6a7a,OTHER,"Data/Assay Types: SNARE-RNAseq2, ",,0
,https://entity.api.hubmapconsortium.org/entities/fa6d9c732c7f239422ec6b357136fcd4,OTHER,"Data/Assay Types: snRNAseq, ",,0
,https://entity.api.hubmapconsortium.org/entities/fbecb40eb616c4b5434b5d04f950ffb0,10x,"Data/Assay Types: snRNAseq-10xGenomics-v3, ",,0
,https://entity.api.hubmapconsortium.org/entities/fc5560162deab57641085cdf8bcdfe87,10x,"Data/Assay Types: salmon_sn_rnaseq_10x, ",,0
,https://entity.api.hubmapconsortium.org/entities/fd0c0fcde5a331c9dfff52b520c7d792,OTHER,"Data/Assay Types: snRNAseq, ",,0
,https://entity.api.hubmapconsortium.org/entities/fdf26c991b398a26be1354543e54af23,OTHER,"Data/Assay Types: sciRNAseq, ",,0
,https://gtexportal.org/home/tissue/Artery_Coronary#FDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Artery_Coronary#MDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Breast#FDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Colon_Sigmoid#FDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Colon_Sigmoid#MDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Colon_Transverse#MDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Heart_Atrial_Appendage#FDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Heart_Atrial_Appendage#MDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Heart_Left_Ventricle#FDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Heart_Left_Ventricle#MDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Kidney_Cortex#FDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Kidney_Cortex#MDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Liver#FDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Liver#MDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Lung#FDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Lung#MDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Ovary#FDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Pancreas#FDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Pancreas#MDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Prostate#MDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Skin_Not_Sun_Exposed_Suprapubic#FDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Skin_Not_Sun_Exposed_Suprapubic#MDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#FDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#MDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Small_Intestine_Terminal_Ileum#FDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Small_Intestine_Terminal_Ileum#MDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Spleen#FDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Spleen#MDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://gtexportal.org/home/tissue/Uterus#FDonors_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock10_TissueBlock10_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock11_TissueBlock11_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock12_TissueBlock12_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock13_TissueBlock13_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock14_TissueBlock14_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock15_TissueBlock15_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock16_TissueBlock16_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock17_TissueBlock17_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock18_TissueBlock18_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock19_TissueBlock19_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock2_TissueBlock2_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock20_TissueBlock20_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock21_TissueBlock21_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock22_TissueBlock22_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock23_TissueBlock23_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock24_TissueBlock24_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock3_TissueBlock3_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock4_TissueBlock4_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock5_TissueBlock5_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock6_TissueBlock6_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock7_TissueBlock7_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock8_TissueBlock8_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://sparc.science/datasets/390/version/1?datasetDetailsTab=abstract&path=files/primary/sub-DH09292020#Donor1_TissueBlock9_TissueBlock9_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,http://purl.org/ccf/ctpop_datasets:,OTHER,"4 x 4 x 5 millimeter, 0.11 millimeter",,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D032_Lung,OTHER,AllenWangLungMap_MALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D046_Lung,OTHER,AllenWangLungMap_MALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D062_Lung,OTHER,AllenWangLungMap_MALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D088_Lung,OTHER,AllenWangLungMap_FEMALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D122_Lung,OTHER,AllenWangLungMap_MALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D139_Lung,OTHER,AllenWangLungMap_FEMALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D150_Lung,OTHER,AllenWangLungMap_MALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D175_Lung,OTHER,AllenWangLungMap_FEMALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/b7ec6c2d-32e2-48b0-8335-a827aba01caa_D231_Lung,OTHER,AllenWangLungMap_FEMALE_tissueblock,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D1_Heart_apex_of_heart,OTHER,hca_FEMALE_apex,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D1_Heart_heart_left_ventricle,OTHER,hca_FEMALE_left_ventricle_free_wall,,0
,https://api.cellxgene.cziscience.com/dp/v1/collections/dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca_D1_Heart_heart_right_ventricle,OTHER,hca_FEMALE_right_ventricle,,0
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$heart%20left%20ventricle,10x,"Data/Assay Types: 10x, ",popv,6
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$right%20cardiac%20atrium,10x,"Data/Assay Types: 10x, ",azimuth,19
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$right%20cardiac%20atrium,10x,"Data/Assay Types: 10x, ",celltypist,28
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$right%20cardiac%20atrium,10x,"Data/Assay Types: 10x, ",popv,6
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$heart%20right%20ventricle,10x,"Data/Assay Types: 10x, ",azimuth,18
Male,https://entity.api.hubmapconsortium.org/entities/8ccdee5587a477c482be2e6e19dddf7a,,,popv,15
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D150$lung,OTHER,"Data/Assay Types: OTHER, ",popv,31
Female,https://entity.api.hubmapconsortium.org/entities/2eca1430db3b9a4129bff717925fe932,,,popv,14
Female,https://entity.api.hubmapconsortium.org/entities/277152f17b5a2f308820ab4d85c5a426,,,celltypist,77
Female,https://entity.api.hubmapconsortium.org/entities/35e9bf0f58152ceb6f4d01052ac8867d,,,popv,6
Female,https://entity.api.hubmapconsortium.org/entities/26e1f2991c6f67fa10e9670f1bc0da6a,,,azimuth,20
Female,https://entity.api.hubmapconsortium.org/entities/26e1f2991c6f67fa10e9670f1bc0da6a,,,celltypist,28
Male,https://entity.api.hubmapconsortium.org/entities/c3fc521953367daa816487df05a58ec8,,,celltypist,77
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$apex%20of%20heart,10x,"Data/Assay Types: 10x, ",azimuth,16
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$apex%20of%20heart,10x,"Data/Assay Types: 10x, ",celltypist,24
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$apex%20of%20heart,10x,"Data/Assay Types: 10x, ",popv,6
Female,https://entity.api.hubmapconsortium.org/entities/277152f17b5a2f308820ab4d85c5a426,,,popv,13
Male,https://entity.api.hubmapconsortium.org/entities/24f6fc63d7f0444d459de7f419701e86,,,celltypist,93
Male,https://entity.api.hubmapconsortium.org/entities/c3fc521953367daa816487df05a58ec8,,,popv,11
Male,https://entity.api.hubmapconsortium.org/entities/cd0ad2f9ed2f896e682ecacfbdac01ab,,,celltypist,117
Female,https://entity.api.hubmapconsortium.org/entities/26e1f2991c6f67fa10e9670f1bc0da6a,,,popv,6
Female,https://entity.api.hubmapconsortium.org/entities/22684b9011fc5aea5cb3f89670a461e8,,,azimuth,21
Male,https://entity.api.hubmapconsortium.org/entities/f3256b912f001d1b58877100b96e38a2,,,celltypist,110
Male,https://entity.api.hubmapconsortium.org/entities/f3256b912f001d1b58877100b96e38a2,,,popv,11
Female,https://entity.api.hubmapconsortium.org/entities/d1d10cfa18d059a96365998fe6406ca9,,,celltypist,123
Male,https://entity.api.hubmapconsortium.org/entities/cd0ad2f9ed2f896e682ecacfbdac01ab,,,popv,14
Female,https://entity.api.hubmapconsortium.org/entities/d1d10cfa18d059a96365998fe6406ca9,,,popv,16
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$heart%20right%20ventricle,10x,"Data/Assay Types: 10x, ",celltypist,23
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$heart%20right%20ventricle,10x,"Data/Assay Types: 10x, ",popv,6
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$interventricular%20septum,10x,"Data/Assay Types: 10x, ",azimuth,17
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$interventricular%20septum,10x,"Data/Assay Types: 10x, ",celltypist,21
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$interventricular%20septum,10x,"Data/Assay Types: 10x, ",popv,6
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,10x,"Data/Assay Types: 10x, ",popv,6
Male,https://entity.api.hubmapconsortium.org/entities/ba3081716f3fa98a1670b0864c5115ff,,,celltypist,105
Male,https://entity.api.hubmapconsortium.org/entities/ba3081716f3fa98a1670b0864c5115ff,,,popv,14
Male,https://entity.api.hubmapconsortium.org/entities/dbe24793ebc30c47e241150cccf4b0d1,,,azimuth,45
Male,https://entity.api.hubmapconsortium.org/entities/ced1599b71875ead46a41286ce67ba53,,,celltypist,28
Male,https://entity.api.hubmapconsortium.org/entities/ced1599b71875ead46a41286ce67ba53,,,popv,4
Male,https://entity.api.hubmapconsortium.org/entities/d171ff8d83f707ecca64ff159c7160a7,,,popv,31
Male,https://entity.api.hubmapconsortium.org/entities/d0c1bd09443c301413f44f7108d20e08,,,azimuth,30
Male,https://entity.api.hubmapconsortium.org/entities/d0c1bd09443c301413f44f7108d20e08,,,celltypist,46
Male,https://entity.api.hubmapconsortium.org/entities/ca35382d67c90d4d9bca1ee16526b1d3,,,celltypist,50
Male,https://entity.api.hubmapconsortium.org/entities/ca35382d67c90d4d9bca1ee16526b1d3,,,popv,31
Male,https://entity.api.hubmapconsortium.org/entities/ee6e44b3e6cb77ef1806e722390a01a8,,,azimuth,35
Male,https://entity.api.hubmapconsortium.org/entities/ee6e44b3e6cb77ef1806e722390a01a8,,,celltypist,50
Male,https://entity.api.hubmapconsortium.org/entities/d8ec264c4660ef7053764f71ae1789d0,,,celltypist,50
Male,https://entity.api.hubmapconsortium.org/entities/d8ec264c4660ef7053764f71ae1789d0,,,popv,30
