organ,as_label,ct_label,gene_symbol,as,ct,gene
Large Intestine,transverse colon,endothelial cell of lymphatic vessel,NCAM1,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/7656
Large Intestine,transverse colon,endothelial cell of lymphatic vessel,CD274,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/17635
Large Intestine,transverse colon,endothelial cell of lymphatic vessel,LYVE1,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/14687
Large Intestine,transverse colon,macrophage,CD163,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1631
Large Intestine,transverse colon,macrophage,CD68,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1693
Large Intestine,transverse colon,macrophage,CD74,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1697
Large Intestine,transverse colon,dendritic cell,CD74,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0000451,http://identifiers.org/hgnc/1697
Large Intestine,transverse colon,lymphocyte of large intestine lamina propria,KLRK1,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/18788
Large Intestine,transverse colon,dendritic cell,IL3RA,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0000451,http://identifiers.org/hgnc/6012
Large Intestine,transverse colon,macrophage,ITGAM,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/6149
Large Intestine,transverse colon,dendritic cell,ITGAX,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0000451,http://identifiers.org/hgnc/6152
Large Intestine,transverse colon,lymphocyte of large intestine lamina propria,ITGAX,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6152
Large Intestine,transverse colon,endothelial cell of high endothelial venule,MADCAM1,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0002652,http://identifiers.org/hgnc/6765
Large Intestine,transverse colon,macrophage,MRC1,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/7228
Large Intestine,transverse colon,lymphocyte of large intestine lamina propria,NCAM1,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/7656
Large Intestine,transverse colon,lymphocyte of large intestine lamina propria,B3GAT1,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/921
Large Intestine,transverse colon,neuroendocrine cell,SYP,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/11506
Large Intestine,transverse colon,myofibroblast cell,ACTA2,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0000186,http://identifiers.org/hgnc/130
Large Intestine,transverse colon,pericryptal fibroblastic sheath,ACTA2,http://purl.obolibrary.org/obo/UBERON_0001157,https://purl.org/ccf/ASCTB-TEMP_pericryptal-fibroblastic-sheath,http://identifiers.org/hgnc/130
Large Intestine,transverse colon,capillary endothelial cell,CD34,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/1662
Large Intestine,transverse colon,capillary endothelial cell,CD36,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/1663
Large Intestine,transverse colon,neuroendocrine cell,CHGA,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/1929
Large Intestine,transverse colon,neuroendocrine cell,INSM1,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/6090
Large Intestine,transverse colon,Schwann cell,NCAM1,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0002573,http://identifiers.org/hgnc/7656
Large Intestine,transverse colon,capillary endothelial cell,PECAM1,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/8823
Large Intestine,transverse colon,plasma cell,SDC1,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/10658
Large Intestine,descending colon,lymphocyte of large intestine lamina propria,CD2,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1639
Large Intestine,descending colon,endothelial cell of venule,CD34,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/1662
Large Intestine,descending colon,endothelial cell of venule,CD36,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/1663
Large Intestine,descending colon,lymphocyte of large intestine lamina propria,CD3D,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1673
Large Intestine,descending colon,lymphocyte of large intestine lamina propria,CD3W,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1676
Large Intestine,descending colon,lymphocyte of large intestine lamina propria,CD4,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1678
Large Intestine,descending colon,lymphocyte of large intestine lamina propria,CD5,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1685
Large Intestine,descending colon,lymphocyte of large intestine lamina propria,CD7,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1695
Large Intestine,descending colon,fibroblast,COL6A1,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/2211
Large Intestine,descending colon,fibroblast,COL6A2,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/2212
Large Intestine,descending colon,endothelial cell of venule,PECAM1,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/8823
Large Intestine,descending colon,intestinal crypt stem cell of large intestine,SOX9,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/11204
Large Intestine,descending colon,intestinal crypt stem cell of large intestine,CD44,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/1681
Large Intestine,descending colon,enterocyte of epithelium of large intestine,BEST4,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0002071,http://identifiers.org/hgnc/17106
Large Intestine,descending colon,intestinal crypt stem cell of large intestine,LRIG1,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/17360
Large Intestine,descending colon,intestinal crypt stem cell of large intestine,SMOC2,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/20323
Large Intestine,descending colon,enterocyte of epithelium of large intestine,KRT20,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0002071,http://identifiers.org/hgnc/20412
Large Intestine,descending colon,large intestine crypt goblet cell,KRT20,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_1000321,http://identifiers.org/hgnc/20412
Large Intestine,descending colon,intestinal crypt stem cell of large intestine,RGMB,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/26896
Large Intestine,descending colon,intestinal crypt stem cell of large intestine,LGR5,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/4504
Large Intestine,descending colon,large intestine crypt goblet cell,MUC2,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_1000321,http://identifiers.org/hgnc/7512
Large Intestine,descending colon,neuroendocrine cell,SYP,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/11506
Large Intestine,descending colon,intestinal tuft cell,TRPM5,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0019032,http://identifiers.org/hgnc/14323
Large Intestine,descending colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1639
Large Intestine,descending colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1639
Large Intestine,descending colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1673
Large Intestine,descending colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1673
Large Intestine,descending colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1676
Large Intestine,descending colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1676
Large Intestine,descending colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1685
Large Intestine,descending colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1685
Large Intestine,descending colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1695
Large Intestine,descending colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1695
Large Intestine,descending colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD8A,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1706
Large Intestine,descending colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD8A,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1706
Large Intestine,descending colon,neuroendocrine cell,CHGA,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/1929
Large Intestine,descending colon,intestinal tuft cell,POU2F3,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0019032,http://identifiers.org/hgnc/19864
Large Intestine,descending colon,transit amplifying cell of colon,KRT20,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0009011,http://identifiers.org/hgnc/20412
Large Intestine,descending colon,intestinal tuft cell,KRT20,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0019032,http://identifiers.org/hgnc/20412
Large Intestine,descending colon,intestinal tuft cell,DCLK1,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0019032,http://identifiers.org/hgnc/2700
Large Intestine,descending colon,paneth cell of colon,DEFA5,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0009009,http://identifiers.org/hgnc/2764
Large Intestine,descending colon,neuroendocrine cell,INSL5,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/6088
Large Intestine,descending colon,neuroendocrine cell,INSM1,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/6090
Large Intestine,descending colon,intestinal tuft cell,PTGS1,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0019032,http://identifiers.org/hgnc/9604
Large Intestine,descending colon,pericryptal fibroblastic sheath,ACTA2,http://purl.obolibrary.org/obo/UBERON_0001158,https://purl.org/ccf/ASCTB-TEMP_pericryptal-fibroblastic-sheath,http://identifiers.org/hgnc/130
Large Intestine,descending colon,subepithelial membrane,ACTA2,http://purl.obolibrary.org/obo/UBERON_0001158,https://purl.org/ccf/ASCTB-TEMP_subepithelial-membrane,http://identifiers.org/hgnc/130
Large Intestine,descending colon,"CD4-positive, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1639
Large Intestine,descending colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1639
Large Intestine,descending colon,capillary endothelial cell,CD34,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/1662
Large Intestine,descending colon,capillary endothelial cell,CD36,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/1663
Large Intestine,descending colon,"CD4-positive, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1673
Large Intestine,descending colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1673
Large Intestine,descending colon,"CD4-positive, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1676
Large Intestine,descending colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1676
Large Intestine,descending colon,"CD4-positive, alpha-beta intraepithelial T cell",CD4,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1678
Large Intestine,descending colon,"CD4-positive, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1685
Large Intestine,descending colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1685
Large Intestine,descending colon,"CD4-positive, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1695
Large Intestine,descending colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1695
Large Intestine,descending colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD8A,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1706
Large Intestine,descending colon,endothelial cell of lymphatic vessel,PDPN,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/29602
Large Intestine,descending colon,mature eosinophil,PTGDR2,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000041,http://identifiers.org/hgnc/4502
Large Intestine,descending colon,mature eosinophil,ITGAM,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.obolibrary.org/obo/CL_0000041,http://identifiers.org/hgnc/6149
